 Campaign_ID ,Campaign_Name,Start_Date,End_Date,Channel,Impressions,Clicks ,Spend,Conversions,Active,Clicks,Campaign_Tag
CMP-00502,Q1_Summer_CMP-00502,12/17/2023,12/18/2023,Google Ads,96435,2794,2162.58,265,Yes,,GO
CMP-00503,Q1_Winter_CMP-00503,12/10/2023 0:00,12/19/2023,Facebook,44919,653,463.24,,TRUE,,FA
CMP-00504,Q1_Summer_CMP-00504,7/5/2023 0:00,8/4/2023,TikTok,36247,1067,1456.14,154,1,,TI
CMP-00505,Q2_Winter_CMP-00505,6/24/2023 0:00,6/25/2023,Google Ads,95758,4482,7363.14,801,1,,GO
CMP-00506,Q1_Launch_CMP-00506,4/26/2023 0:00,5/6/2023,Facebook,92747,2859,4780.99,,Y,,FA
CMP-00507,Q1_Launch_CMP-00507,6/1/2023 0:00,6/16/2023,TikTok,63752,2209,2018.22,239,TRUE,,TI
CMP-00508,Q4_Summer_CMP-00508,10/4/2023 0:00,10/17/2023,Google Ads,57573,936,754.76,,Yes,,GO
CMP-00509,Q1_BlackFriday_CMP-00509,1/20/2023 0:00,2/13/2023,Google Ads,60101,706,370.74,121,Yes,,GO
CMP-00510,Q4_Launch_CMP-00510,11/13/2023 0:00,12/2/2023,TikTok,27646,398,$604.48 ,62,TRUE,,TI
CMP-00511,Q2_Winter_CMP-00511,3/25/2023 0:00,3/31/2023,TikTok,24049,816,501.72,71,TRUE,,TI
CMP-00512,Q3_Launch_CMP-00512,11/16/2023 0:00,11/20/2023,TikTok,80605,1112,1257.83,207,0,,TI
CMP-00513,Q1_Launch_CMP-00513,13/08/2023,8/15/2023,Facebook,99116,2481,3479.66,181,FALSE,,FA
CMP-00514,Q2_Summer_CMP-00514,7/6/2023 0:00,7/18/2023,TikTok,98379,3148,5999.03,,Y,,TI
CMP-00515,Q2_Winter_CMP-00515,8/16/2023 0:00,8/23/2023,Google Ads,69385,1772,1714.77,96,TRUE,,GO
CMP-00516,Q2_Winter_CMP-00516,8/18/2023 0:00,9/8/2023,TikTok,41158,681,595.64,,TRUE,,TI
CMP-00517,Q2_Launch_CMP-00517,8/29/2023 0:00,9/5/2023,TikTok,66417,1391,"$2,060.41 ",127,FALSE,,TI
CMP-00518,Q4_BlackFriday_CMP-00518,12/14/2023 0:00,12/28/2023,Facebook,24289,1144,"$1,634.61 ",134,FALSE,,FA
CMP-00519,Q3_Summer_CMP-00519,8/25/2023 0:00,9/18/2023,TikTok,10823,400,399.27,40,1,,TI
CMP-00520,Q4_BlackFriday_CMP-00520,9/15/2023 0:00,10/14/2023,Email,61160,1825,3453.18,,No,,EM
CMP-00521,Q3_Launch_CMP-00521,4/13/2023 0:00,4/25/2023,Instagram,42975,451,797.05,,Yes,,IN
CMP-00522,Q4_Summer_CMP-00522,9/5/2023,5/12/2023,Instagram,10540,523,437.21,95,Y,,IN
CMP-00523,Q4_Launch_CMP-00523,9/4/2023 0:00,9/13/2023,Email,17364,640,549.58,124,1,,EM
CMP-00524,Q4_Winter_CMP-00524,2/22/2023 0:00,3/8/2023,TikTok,5611,127,161.09,10,TRUE,5636,TI
CMP-00525,Q1_BlackFriday_CMP-00525,3/5/2023 0:00,3/26/2023,TikTok,28663,1294,2148.5,203,FALSE,,TI
CMP-00526,Q4_Summer_CMP-00526,5/20/2023 0:00,5/21/2023,Google Ads,52991,1077,609.65,161,0,,GO
CMP-00527,Q4_Summer_CMP-00527,12/8/2023,8/22/2023,Email,58679,1863,2869.03,189,Yes,,EM
CMP-00528,Q3_Summer_CMP-00528,4/24/2023 0:00,5/19/2023,TikTok,31977,1133,"$1,668.18 ",59,1,,TI
CMP-00529,Q4_Summer_CMP-00529,1/14/2023 0:00,1/16/2023,Email,95704,1803,1527.54,276,0,,EM
CMP-00530,Q3_Winter_CMP-00530,7/11/2023 0:00,8/9/2023,TikTok,50115,2462,"$3,747.24 ",472,Yes,,TI
CMP-00531,Q4_Launch_CMP-00531,7/11/2023 0:00,7/15/2023,Instagram,92007,3673,7016.44,531,No,,IN
CMP-00532,Q3_Summer_CMP-00532,2/20/2023 0:00,3/2/2023,Facebook,89223,2883,1643.83,332,No,,FA
CMP-00533,Q2_BlackFriday_CMP-00533,3/16/2023 0:00,3/21/2023,TikTok,61890,1065,1043.14,137,0,,TI
CMP-00534,Q2_BlackFriday_CMP-00534,8/30/2023 0:00,9/8/2023,Insta_gram,67387,819,947.8,65,FALSE,,IN
CMP-00535,Q4_Summer_CMP-00535,12/28/2023 0:00,1/12/2024,Facebook,19071,434,802.42,70,1,,FA
CMP-00536,Q2_Winter_CMP-00536,10/2/2023,3/12/2023,TikTok,60275,2418,4699.12,391,1,,TI
CMP-00537,Q3_BlackFriday_CMP-00537,4/21/2023 0:00,5/21/2023,Instagram,73369,1524,1777.25,,No,,IN
CMP-00538,Q4_Winter_CMP-00538,11/8/2023 0:00,12/7/2023,Google Ads,12938,408,663.02,74,Yes,,GO
CMP-00539,Q3_BlackFriday_CMP-00539,5/28/2023 0:00,6/23/2023,Email,36195,1415,1835.95,127,0,,EM
CMP-00540,Q4_Summer_CMP-00540,5/3/2023 0:00,6/2/2023,Facebook,92680,1326,1732.65,261,FALSE,,FA
CMP-00541,Q4_Launch_CMP-00541,23/08/2023,8/30/2023,Email,5000,187,171.51,20,TRUE,,EM
CMP-00542,Q4_Winter_CMP-00542,9/13/2023,9/17/2023,TikTok,71588,978,807.27,74,1,,TI
CMP-00543,Q3_Winter_CMP-00543,9/21/2023 0:00,10/21/2023,TikTok,94610,4598,4285.37,472,TRUE,,TI
CMP-00544,Q3_BlackFriday_CMP-00544,5/30/2023 0:00,6/20/2023,Google Ads,98856,2919,3895.38,338,FALSE,,GO
CMP-00545,Q4_Summer_CMP-00545,5/4/2023 0:00,5/28/2023,Email,39304,629,342.01,37,No,,EM
CMP-00546,Q1_Summer_CMP-00546,9/12/2023,12/31/2023,Facebook,70449,1669,3105.8,228,1,,FA
CMP-00547,Q2_Winter_CMP-00547,4/7/2023,7/30/2023,Facebook,83986,2228,1636.3,311,1,,FA
CMP-00548,Q1_Summer_CMP-00548,9/27/2023 0:00,9/28/2023,Google Ads,90643,3655,3034.14,587,0,,GO
CMP-00549,Q4_Launch_CMP-00549,9/17/2023 0:00,10/16/2023,TikTok,21764,864,1103.69,46,TRUE,,TI
CMP-00550,Q3_Winter_CMP-00550,29/08/2023,9/28/2023,Facebook,87027,3000,4695.52,393,No,,FA
CMP-00551,Q2_Summer_CMP-00551,7/18/2023 0:00,8/17/2023,Google Ads,39494,562,361.7,32,0,,GO
CMP-00552,Q2_Launch_CMP-00552,1/9/2023,9/17/2023,Instagram,4373,70,68.36,10,Y,,IN
CMP-00553,Q4_Summer_CMP-00553,5/4/2023 0:00,5/10/2023,Instagram,13161,180,351.54,10,TRUE,,IN
CMP-00554,Q1_BlackFriday_CMP-00554,10/25/2023 0:00,10/26/2023,TikTok,98532,3260,2912.86,608,TRUE,,TI
CMP-00555,Q1_Summer_CMP-00555,1/23/2023 0:00,1/27/2023,Facebook,93658,4222,4093.55,655,Y,,FA
CMP-00556,Q1_Launch_CMP-00556,11/26/2023 0:00,11/29/2023,N/A,28350,775,1359.93,,FALSE,,XX
CMP-00557,Q3_Summer_CMP-00557,8/26/2023 0:00,9/19/2023,Email,94008,1544,$888.30 ,179,FALSE,,EM
CMP-00558,Q2_BlackFriday_CMP-00558,4/4/2023,4/12/2023,TikTok,95297,3080,3686.51,214,1,,TI
CMP-00559,Q1_Launch_CMP-00559,23/08/2023,9/7/2023,Instagram,26351,1119,1196.69,,Yes,,IN
CMP-00560,Q4_Winter_CMP-00560,14/04/2023,5/12/2023,TikTok,89668,3556,3466.67,641,0,,TI
CMP-00561,Q2_Winter_CMP-00561,4/13/2023 0:00,5/12/2023,Email,16305,737,684.34,136,Yes,,EM
CMP-00562,Q3_Launch_CMP-00562,6/8/2023 0:00,6/27/2023,Email,76353,1612,1026.94,80,1,,EM
CMP-00563,Q4_BlackFriday_CMP-00563,10/6/2023,7/3/2023,N/A,77797,1381,1342.66,192,Yes,,XX
CMP-00564,Q2_Winter_CMP-00564,11/28/2023 0:00,12/16/2023,Facebook,66953,3025,1707.85,477,TRUE,,FA
CMP-00565,Q2_Launch_CMP-00565,1/25/2023 0:00,2/3/2023,Instagram,58458,2122,3546.81,303,TRUE,,IN
CMP-00566,Q2_Summer_CMP-00566,3/5/2023 0:00,3/14/2023,Google Ads,21358,479,525.63,29,Y,,GO
CMP-00567,Q1_Summer_CMP-00567,7/24/2023 0:00,7/25/2023,N/A,4267,169,197.03,13,Y,,XX
CMP-00568,Q2_Summer_CMP-00568,7/17/2023 0:00,8/9/2023,Google Ads,83745,3567,6564.68,312,1,,INVALID
CMP-00569,Q2_Summer_CMP-00569,12/21/2023 0:00,1/9/2024,TikTok,90588,3134,4660.52,547,1,,TI
CMP-00570,Q3_Launch_CMP-00570,9/23/2023,10/9/2023,Google Ads,39513,1482,$758.92 ,177,No,,GO
CMP-00571,Q1_BlackFriday_CMP-00571,6/8/2023,8/9/2023,Facebook,27092,677,1296.29,83,1,,FA
CMP-00572,Q2_Launch_CMP-00572,11/5/2023 0:00,11/29/2023,Instagram,12338,389,332.87,74,TRUE,,IN
CMP-00573,Q2_Winter_CMP-00573,5/31/2023,6/23/2023,Google Ads,1412,43,$28.44 ,6,Yes,,INVALID
CMP-00574,Q4_BlackFriday_CMP-00574,12/5/2023 0:00,12/10/2023,N/A,8543,375,619.57,69,0,,XX
CMP-00575,Q3_Winter_CMP-00575,8/7/2023 0:00,8/14/2023,Facebook,34496,1503,1879.83,178,No,,FA
CMP-00576,Q1_Launch_CMP-00576,17/08/2023,8/20/2023,Facebook,61692,2671,"$3,073.40 ",193,No,,FA
CMP-00577,Q4_Launch_CMP-00577,6/30/2023 0:00,7/13/2023,Facebook,90084,940,-821.8,178,No,,FA
CMP-00578,Q1_Summer_CMP-00578,11/24/2023 0:00,12/16/2023,TikTok,93920,3755,"$4,961.13 ",446,1,,TI
CMP-00579,Q2_BlackFriday_CMP-00579,2/8/2023 0:00,2/21/2023,TikTok,45425,1832,1670.01,141,1,,TI
CMP-00580,Q1_Summer_CMP-00580,9/20/2023 0:00,9/21/2023,TikTok,39756,1476,2734.1,140,TRUE,,TI
CMP-00581,Q4_Winter_CMP-00581,1/16/2023 0:00,1/18/2023,Google Ads,19888,800,658.25,46,0,,GO
CMP-00582,Q1_BlackFriday_CMP-00582,13/08/2023,8/29/2023,TikTok,36735,1604,2929.76,192,TRUE,,TI
CMP-00583,Q1_Winter_CMP-00583,2/4/2023 0:00,2/18/2023,Facebook,48295,1391,1862.7,247,0,,FA
CMP-00584,Q3_BlackFriday_CMP-00584,7/5/2023 0:00,8/1/2023,Facebook,84042,2528,4405.63,,TRUE,,FA
CMP-00585,Q4_BlackFriday_CMP-00585,11/6/2023 0:00,11/21/2023,Instagram,86999,1303,2044.76,247,Yes,,IN
CMP-00586,Q1_Winter_CMP-00586,7/9/2023 0:00,7/23/2023,Email,18955,481,743.17,33,1,,EM
CMP-00587,Q3_Summer_CMP-00587,10/21/2023 0:00,10/27/2023,Google Ads,38841,1387,1368.3,148,FALSE,,GO
CMP-00588,Q2_BlackFriday_CMP-00588,6/10/2023 0:00,6/11/2023,Google Ads,71640,2952,2511.7,,FALSE,,GO
CMP-00589,Q4_Summer_CMP-00589,28/02/2023,3/19/2023,TikTok,66510,1242,1013.88,221,1,,TI
CMP-00590,Q1_Launch_CMP-00590,4/6/2023 0:00,5/5/2023,Facebook,35911,557,994.68,57,No,,FA
CMP-00591,Q3_Summer_CMP-00591,10/15/2023 0:00,10/17/2023,N/A,60031,2192,"$3,793.56 ",317,1,,INVALID
CMP-00592,Q1_BlackFriday_CMP-00592,12/27/2023 0:00,1/18/2024,Gogle,89726,904,1049.42,142,1,,GO
CMP-00593,Q4_BlackFriday_CMP-00593,5/27/2023 0:00,5/30/2023,Email,8357,143,99.9,16,1,,EM
CMP-00594,Q2_BlackFriday_CMP-00594,4/13/2023 0:00,5/8/2023,Instagram,33479,373,400.37,35,No,,IN
CMP-00595,Q1_Winter_CMP-00595,8/20/2023 0:00,9/18/2023,Facebook,62476,1041,1487.6,202,0,,FA
CMP-00596,Q2_BlackFriday_CMP-00596,2/14/2023 0:00,2/23/2023,Email,45811,790,933.47,153,Yes,,EM
CMP-00597,Q1_Winter_CMP-00597,6/13/2023 0:00,7/6/2023,Google Ads,37208,949,1585.1,88,FALSE,,GO
CMP-00598,Q4_Summer_CMP-00598,10/9/2023 0:00,10/19/2023,Email,21150,551,1100.04,67,Y,,EM
CMP-00599,Q1_BlackFriday_CMP-00599,3/22/2023 0:00,4/15/2023,TikTok,72180,3245,2552.84,635,FALSE,,TI
CMP-00600,Q1_Launch_CMP-00600,11/23/2023 0:00,12/9/2023,Google Ads,44286,1346,"$1,601.04 ",68,FALSE,,GO
CMP-00601,Q1_Launch_CMP-00601,4/25/2023 0:00,5/2/2023,Google Ads,69450,2704,3100.07,302,No,,GO
CMP-00602,Q2_BlackFriday_CMP-00602,3/13/2023 0:00,4/8/2023,Google Ads,22352,316,302.33,20,TRUE,,GO
CMP-00603,Q1_Summer_CMP-00603,7/4/2023 0:00,7/13/2023,N/A,56069,1066,849.75,134,1,,XX
CMP-00604,Q1_Launch_CMP-00604,10/10/2023 0:00,10/11/2023,TikTok,15397,586,350.74,31,1,,TI
CMP-00605,Q2_BlackFriday_CMP-00605,2/3/2023 0:00,2/25/2023,Email,42555,515,-942.8,57,1,,EM
CMP-00606,Q4_Launch_CMP-00606,9/3/2023 0:00,9/12/2023,Email,47959,1413,1596.37,117,TRUE,,EM
CMP-00607,Q3_Winter_CMP-00607,22/10/2023,11/19/2023,N/A,1728,58,72.23,7,No,,XX
CMP-00608,Q1_Summer_CMP-00608,6/12/2023 0:00,6/19/2023,Email,51517,1755,3291.35,349,Yes,,EM
CMP-00609,Q1_Winter_CMP-00609,12/15/2023 0:00,12/23/2023,Email,67234,734,1221.7,124,Yes,,EM
CMP-00610,Q4_Summer_CMP-00610,10/10/2023 0:00,11/2/2023,TikTok,40954,937,$651.92 ,165,No,,TI
CMP-00611,Q4_Summer_CMP-00611,3/8/2023 0:00,3/23/2023,Email,48280,1711,2306.65,,Y,,INVALID
CMP-00612,Q4_Launch_CMP-00612,1/29/2023 0:00,2/24/2023,TikTok,80459,1284,1493.78,72,Yes,,TI
CMP-00613,Q2_Launch_CMP-00613,6/5/2023 0:00,6/6/2023,Facebook,17779,672,1139.59,54,No,,FA
CMP-00614,Q4_Winter_CMP-00614,12/30/2023 0:00,1/20/2024,Google Ads,64932,2586,4102.3,,Yes,,GO
CMP-00615,Q1_Launch_CMP-00615,9/23/2023 0:00,9/25/2023,Instagram,73936,3643,5594.22,382,1,,IN
CMP-00616,Q1_BlackFriday_CMP-00616,5/9/2023 0:00,6/6/2023,Google Ads,25466,468,473.06,30,0,,GO
CMP-00617,Q3_Winter_CMP-00617,5/21/2023 0:00,6/9/2023,TikTok,37939,1631,2784.84,253,No,,TI
CMP-00618,Q3_Launch_CMP-00618,1/10/2023,10/28/2023,Facebook,70896,2184,1263.63,207,FALSE,,FA
CMP-00619,Q1_Winter_CMP-00619,11/25/2023 0:00,12/23/2023,TikTok,36270,904,668.45,81,Yes,,TI
CMP-00620,Q2_Summer_CMP-00620,3/20/2023 0:00,4/3/2023,Google Ads,60163,896,899.08,,Yes,,GO
CMP-00621,Q1_Winter_CMP-00621,11/6/2023 0:00,11/24/2023,Google Ads,83637,3296,2027.74,589,TRUE,,GO
CMP-00622,Q4_Summer_CMP-00622,1/22/2023,2/14/2023,Instagram,52934,1028,876.36,114,Y,,INVALID
CMP-00623,Q1_Winter_CMP-00623,1/24/2023 0:00,2/9/2023,Facebook,65895,1637,2856.94,322,0,,FA
CMP-00624,Q1_Summer_CMP-00624,5/16/2023 0:00,6/11/2023,Facebook,33307,416,799.71,61,TRUE,,FA
CMP-00625,Q1_Winter_CMP-00625,8/2/2023,2/16/2023,Google Ads,55098,2317,2217.15,,1,,GO
CMP-00626,Q4_Winter_CMP-00626,11/18/2023 0:00,12/11/2023,Email,61921,2517,"$2,257.18 ",137,FALSE,,EM
CMP-00627,Q3_Summer_CMP-00627,6/4/2023 0:00,7/2/2023,TikTok,6486,255,234.56,17,Y,,TI
CMP-00628,Q3_BlackFriday_CMP-00628,12/17/2023 0:00,1/10/2024,Facebook,9335,205,187.9,29,TRUE,,FA
CMP-00629,Q2_BlackFriday_CMP-00629,19/12/2023,12/21/2023,Google Ads,87900,1488,824.2,275,No,,GO
CMP-00630,Q2_Launch_CMP-00630,8/14/2023 0:00,8/24/2023,Google Ads,90112,3199,"$6,047.31 ",459,Yes,,GO
CMP-00631,Q4_Summer_CMP-00631,6/24/2023 0:00,7/6/2023,Google Ads,98203,2931,"$2,405.02 ",205,Yes,,GO
CMP-00632,Q1_Summer_CMP-00632,6/13/2023 0:00,6/16/2023,Instagram,12130,207,233.91,13,Y,,IN
CMP-00633,Q3_Winter_CMP-00633,7/24/2023 0:00,8/13/2023,Facebook,88508,3313,1704.64,585,Yes,,FA
CMP-00634,Q4_BlackFriday_CMP-00634,10/15/2023 0:00,10/27/2023,TikTok,61566,3056,5460.87,216,No,,TI
CMP-00635,Q2_Launch_CMP-00635,3/4/2023 0:00,3/19/2023,Facebook,67703,2700,"$4,311.19 ",345,TRUE,,FA
CMP-00636,Q3_BlackFriday_CMP-00636,19/02/2023,3/18/2023,N/A,28192,1116,2142.87,62,TRUE,,XX
CMP-00637,Q3_Winter_CMP-00637,7/16/2023 0:00,8/1/2023,Google Ads,2062,99,165.57,6,Yes,,GO
CMP-00638,Q3_BlackFriday_CMP-00638,3/23/2023 0:00,4/10/2023,TikTok,85076,1541,1495.63,232,Yes,,TI
CMP-00639,Q1_Summer_CMP-00639,6/10/2023 0:00,6/16/2023,Facebook,90780,2961,2581.43,454,1,,FA
CMP-00640,Q3_Launch_CMP-00640,9/21/2023 0:00,10/3/2023,Instagram,22545,1108,1713.6,112,FALSE,,IN
CMP-00641,Q4_BlackFriday_CMP-00641,12/9/2023,10/4/2023,Email,22689,376,393.36,30,Y,,EM
CMP-00642,Q1_Winter_CMP-00642,7/21/2023 0:00,7/16/2023,Facebook,12174,462,$623.39 ,79,TRUE,,FA
CMP-00643,Q2_Winter_CMP-00643,4/21/2023,5/3/2023,Email,89461,2990,1523.06,246,Y,,EM
CMP-00644,Q3_Winter_CMP-00644,5/25/2023 0:00,6/18/2023,Email,10348,346,205.12,45,1,,EM
CMP-00645,Q1_BlackFriday_CMP-00645,12/1/2023 0:00,12/19/2023,Facebook,24714,936,1219.66,182,TRUE,,FA
CMP-00646,Q2_Summer_CMP-00646,1/5/2023 0:00,1/23/2023,Facebook,39102,1845,2489.1,133,1,,FA
CMP-00647,Q2_Launch_CMP-00647,5/16/2023 0:00,5/21/2023,Google Ads,75460,3116,5070.29,,1,,GO
CMP-00648,Q4_Summer_CMP-00648,7/7/2023,7/18/2023,Email,90930,1113,776.82,86,0,,EM
CMP-00649,Q1_Launch_CMP-00649,1/27/2023 0:00,2/20/2023,Instagram,7801,344,436.8,46,Yes,,IN
CMP-00650,Q1_BlackFriday_CMP-00650,10/11/2023 0:00,11/1/2023,Instagram,73267,1393,1102.8,148,No,,IN
CMP-00651,Q3_Launch_CMP-00651,8/19/2023 0:00,8/31/2023,Instagram,49136,1232,788.23,239,0,,IN
CMP-00652,Q3_Summer_CMP-00652,11/16/2023 0:00,11/30/2023,Google Ads,24625,701,782.14,63,Y,,GO
CMP-00653,Q1_BlackFriday_CMP-00653,2/19/2023 0:00,2/25/2023,Google Ads,83873,2452,1826.75,269,No,,GO
CMP-00654,Q4_Launch_CMP-00654,6/23/2023 0:00,7/12/2023,Facebook,73592,2016,1678.67,398,Y,,FA
CMP-00655,Q1_Launch_CMP-00655,3/15/2023 0:00,3/28/2023,Google Ads,78052,3707,3619.26,483,Yes,,GO
CMP-00656,Q4_Launch_CMP-00656,14/09/2023,9/26/2023,N/A,45261,1730,1538.11,216,No,,XX
CMP-00657,Q1_Winter_CMP-00657,1/20/2023 0:00,2/4/2023,TikTok,2542,89,56.19,7,0,,TI
CMP-00658,Q2_Launch_CMP-00658,8/31/2023 0:00,9/12/2023,Instagram,22677,271,172.05,42,Y,,IN
CMP-00659,Q2_Launch_CMP-00659,9/21/2023 0:00,10/16/2023,Instagram,47732,2203,1740.09,114,0,,IN
CMP-00660,Q1_BlackFriday_CMP-00660,6/13/2023 0:00,6/23/2023,Google Ads,51343,2381,1371.07,136,Yes,,GO
CMP-00661,Q1_BlackFriday_CMP-00661,6/3/2023 0:00,6/8/2023,Facebook,40081,1651,2376.92,230,No,,FA
CMP-00662,Q1_BlackFriday_CMP-00662,9/18/2023 0:00,10/15/2023,E-mail,63856,656,610.73,,No,,E-
CMP-00663,Q3_Winter_CMP-00663,6/3/2023,3/28/2023,Facebook,94105,1156,1063.08,223,TRUE,,FA
CMP-00664,Q1_BlackFriday_CMP-00664,6/19/2023 0:00,7/14/2023,N/A,89858,1708,1704.58,316,1,,XX
CMP-00665,Q4_Launch_CMP-00665,10/26/2023 0:00,11/24/2023,TikTok,20065,306,$457.22 ,48,1,,TI
CMP-00666,Q1_Summer_CMP-00666,12/19/2023 0:00,1/4/2024,Google Ads,84460,2192,3958.64,378,0,,GO
CMP-00667,Q4_BlackFriday_CMP-00667,5/16/2023 0:00,6/7/2023,Facebook,89092,4178,6846.2,,No,,FA
CMP-00668,Q4_Launch_CMP-00668,10/24/2023 0:00,11/11/2023,Instagram,55693,1608,2558.8,110,Y,,IN
CMP-00669,Q3_Winter_CMP-00669,10/26/2023 0:00,11/9/2023,Tik_Tok,27962,294,$360.62 ,48,0,,TI
CMP-00670,Q4_Launch_CMP-00670,11/14/2023 0:00,11/26/2023,TikTok,29295,624,$961.40 ,50,0,,TI
CMP-00671,Q2_Winter_CMP-00671,12/15/2023 0:00,12/29/2023,Google Ads,14807,174,231.27,17,FALSE,,GO
CMP-00672,Q1_BlackFriday_CMP-00672,12/25/2023,12/28/2023,Instagram,43348,496,$408.89 ,85,No,,IN
CMP-00673,Q3_Summer_CMP-00673,6/10/2023 0:00,6/30/2023,Instagram,27432,576,468.22,75,1,,IN
CMP-00674,Q2_BlackFriday_CMP-00674,4/15/2023 0:00,4/24/2023,Google Ads,84285,1772,1673.81,317,No,,GO
CMP-00675,Q3_Launch_CMP-00675,8/30/2023 0:00,9/28/2023,TikTok,92792,3849,"$7,183.02 ",315,Yes,,TI
CMP-00676,Q1_BlackFriday_CMP-00676,2/1/2023 0:00,2/6/2023,N/A,58854,2883,3808.8,406,0,,XX
CMP-00677,Q3_BlackFriday_CMP-00677,10/15/2023 0:00,10/26/2023,TikTok,41262,1025,-1640.88,64,FALSE,,TI
CMP-00678,Q3_Summer_CMP-00678,9/27/2023 0:00,10/27/2023,TikTok,38080,1034,1054.51,151,FALSE,,TI
CMP-00679,Q1_BlackFriday_CMP-00679,8/24/2023 0:00,9/5/2023,Google Ads,2324,101,112.27,,1,,GO
CMP-00680,Q3_BlackFriday_CMP-00680,7/1/2023 0:00,7/22/2023,Facebook,92267,1912,"$1,316.12 ",263,1,,FA
CMP-00681,Q2_Launch_CMP-00681,12/15/2023 0:00,12/30/2023,Google Ads,36909,599,453.41,53,1,,GO
CMP-00682,Q4_Summer_CMP-00682,11/9/2023 0:00,11/24/2023,Google Ads,90339,3986,6939.76,218,Yes,,GO
CMP-00683,Q4_Summer_CMP-00683,5/23/2023 0:00,6/17/2023,Email,20870,247,$340.18 ,16,FALSE,,EM
CMP-00684,Q4_Summer_CMP-00684,6/2/2023 0:00,6/20/2023,TikTok,35578,1237,1244.79,177,Y,,TI
CMP-00685,Q3_Launch_CMP-00685,12/20/2023 0:00,1/17/2024,Facebook,73124,2375,4047.66,451,Yes,,FA
CMP-00686,Q2_Launch_CMP-00686,6/28/2023 0:00,7/20/2023,Instagram,27790,662,575.79,53,TRUE,,IN
CMP-00687,Q1_Summer_CMP-00687,5/21/2023 0:00,5/27/2023,Insta_gram,26289,594,1166.65,,0,,IN
CMP-00688,Q3_BlackFriday_CMP-00688,10/6/2023 0:00,11/4/2023,Instagram,56129,2294,2333.52,412,1,,IN
CMP-00689,Q1_Launch_CMP-00689,6/26/2023 0:00,6/28/2023,Google Ads,94714,1274,1281.6,163,FALSE,,GO
CMP-00690,Q2_BlackFriday_CMP-00690,29/05/2023,6/9/2023,Facebook,95246,1854,1794.43,278,0,,FA
CMP-00691,Q3_BlackFriday_CMP-00691,1/1/2024,1/18/2024,Email,16485,647,442.01,111,No,,EM
CMP-00692,Q4_Winter_CMP-00692,8/15/2023 0:00,9/14/2023,Instagram,45482,1452,968.06,129,Yes,,IN
CMP-00693,Q2_Winter_CMP-00693,4/20/2023 0:00,5/18/2023,N/A,87188,1318,1940.3,124,TRUE,,XX
CMP-00694,Q2_Summer_CMP-00694,10/15/2023 0:00,10/10/2023,Google Ads,5748,260,471.3,13,No,,GO
CMP-00695,Q2_Summer_CMP-00695,11/12/2023 0:00,11/17/2023,Instagram,87769,2258,3806.49,439,Yes,,IN
CMP-00696,Q1_Winter_CMP-00696,1/26/2023 0:00,2/15/2023,N/A,10435,449,319.54,84,Yes,,XX
CMP-00697,Q4_BlackFriday_CMP-00697,11/23/2023 0:00,12/4/2023,Google Ads,4709,195,257.08,32,Y,,INVALID
CMP-00698,Q1_Winter_CMP-00698,6/19/2023 0:00,7/7/2023,TikTok,31355,1096,721.59,67,0,,TI
CMP-00699,Q1_BlackFriday_CMP-00699,12/3/2023,4/2/2023,TikTok,56771,1690,959.82,197,Y,,TI
CMP-00700,Q3_Summer_CMP-00700,10/9/2023 0:00,11/5/2023,Email,58799,2891,4291.92,188,Yes,,EM
CMP-00701,Q3_Summer_CMP-00701,12/1/2023 0:00,12/25/2023,Facebook,14116,223,290.51,11,TRUE,,FA
CMP-00702,Q2_BlackFriday_CMP-00702,9/2/2023 0:00,9/8/2023,Email,26470,1032,642.97,146,FALSE,,EM
CMP-00703,Q1_Summer_CMP-00703,5/28/2023 0:00,6/25/2023,Facebook,43344,764,422.04,148,FALSE,,FA
CMP-00704,Q4_Summer_CMP-00704,2/15/2023 0:00,3/13/2023,Instagram,43918,1033,2050.13,,No,,INVALID
CMP-00705,Q1_Winter_CMP-00705,1/20/2023 0:00,2/8/2023,Insta_gram,53224,1189,648.04,183,0,,IN
CMP-00706,Q2_BlackFriday_CMP-00706,4/1/2023,1/9/2023,Email,40298,1929,2250.74,124,1,,EM
CMP-00707,Q3_Launch_CMP-00707,7/23/2023 0:00,8/19/2023,Google Ads,81219,3954,4969.9,360,1,,GO
CMP-00708,Q1_Launch_CMP-00708,5/29/2023,6/24/2023,Google Ads,62629,1084,732.7,106,FALSE,,GO
CMP-00709,Q3_Winter_CMP-00709,10/18/2023 0:00,10/25/2023,Email,67040,729,549.37,119,Yes,,EM
CMP-00710,Q1_BlackFriday_CMP-00710,6/21/2023 0:00,7/18/2023,Email,29016,1125,1156.17,191,Yes,,EM
CMP-00711,Q3_BlackFriday_CMP-00711,10/6/2023 0:00,10/29/2023,TikTok,24960,666,1093.91,71,Y,,TI
CMP-00712,Q4_BlackFriday_CMP-00712,3/10/2023 0:00,3/23/2023,TikTok,34591,468,589.97,52,0,,TI
CMP-00713,Q4_BlackFriday_CMP-00713,4/9/2023 0:00,4/12/2023,Instagram,83848,3131,"$4,561.41 ",177,Y,,IN
CMP-00714,Q1_Winter_CMP-00714,8/23/2023 0:00,9/19/2023,N/A,68641,2183,4317.45,203,1,,INVALID
CMP-00715,Q3_Summer_CMP-00715,1/8/2023 0:00,1/22/2023,TikTok,37395,1840,3039.7,216,FALSE,37479,TI
